San Vito De Java Airport,San Vito De Jaba,Costa Rica,8.82611,-82.9589,cr
Aerotortuguero Airport,Roxana,Costa Rica,10.42,-83.6095,cr
Barra del Colorado Airport,Pococi,Costa Rica,10.7687,-83.5856,cr
Cabo Velas Airport,Nicoya,Costa Rica,10.3557,-85.8529,cr
Islita Airport,Nandayure,Costa Rica,9.85611,-85.3708,cr
Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,8.53333,-83.3,cr
Tobias Bolanos International Airport,San Jose,Costa Rica,9.95705,-84.1398,cr
(Duplicate) Playa Samara Airport,Playa Samara,Costa Rica,9.87,-85.48,cr
Arenal Airport,La Fortuna/San Carlos,Costa Rica,10.478,-84.6345,cr
Tambor Airport,Nicoya,Costa Rica,9.73852,-85.0138,cr
Drake Bay Airport,Puntarenas,Costa Rica,8.71889,-83.6417,cr
Playa Samara/Carrillo Airport,Carrillo,Costa Rica,9.87051,-85.4814,cr
Codela Airport,Guapiles,Costa Rica,10.414,-85.0917,cr
Upala Airport,Upala,Costa Rica,10.8922,-85.0162,cr
San Isidro del General Airport,San Isidro,Costa Rica,9.35262,-83.7131,cr
Port Bouet Airport,Abidjan,Cote d'Ivoire,5.26139,-3.92629,
Bouaké Airport,Bouake,Cote d'Ivoire,7.7388,-5.07367,
Daloa Airport,Daloa,Cote d'Ivoire,6.79281,-6.47319,
Korhogo Airport,Korhogo,Cote d'Ivoire,9.38718,-5.55666,
Man Airport,Man,Cote d'Ivoire,7.27207,-7.58736,
San Pedro Airport,San Pedro,Cote d'Ivoire,4.74672,-6.66082,
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,6.90317,-5.36558,
Odienne Airport,Odienne,Cote d'Ivoire,9.5,-7.567,
Dubrovnik Airport,Dubrovnik,Croatia,42.5614,18.2682,hr
Osijek-Čepin Airfield,Cepin,Croatia,45.5428,18.6319,hr
Osijek Airport,Osijek,Croatia,45.4627,18.8102,hr
Pula Airport,Pula,Croatia,44.8935,13.9222,hr
Grobnicko Polje Airport,Grobnik,Croatia,45.3795,14.5038,hr
Rijeka Airport,Rijeka,Croatia,45.2169,14.5703,hr
Split Airport,Split,Croatia,43.5389,16.298,hr
Varaždin Airport,Varazdin,Croatia,46.2946,16.3829,hr
Zagreb Airport,Zagreb,Croatia,45.7429,16.0688,hr
Zadar Airport,Zadar,Croatia,44.1083,15.3467,hr
Udbina Air Base,Udbina,Croatia,44.5576,15.7744,hr
Bol Airport,Brac,Croatia,43.2857,16.6797,hr
Lošinj Island Airport,Mali Losinj,Croatia,44.5658,14.3931,hr
Vrsar Crljenka Airport,Vsar,Croatia,45.1417,13.6306,hr
Gustavo Rizo Airport,Baracoa Playa,Cuba,20.3653,-74.5062,cu
Carlos Manuel de Cespedes Airport,Bayamo,Cuba,20.3964,-76.6214,cu
Maximo Gomez Airport,Ciego De Avila,Cuba,22.0271,-78.7896,cu
Jardines Del Rey Airport,Cunagua,Cuba,22.461,-78.3284,cu
Jaime Gonzalez Airport,Cienfuegos,Cuba,22.15,-80.4142,cu
Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,21.6165,-81.546,cu
Ignacio Agramonte International Airport,Camaguey,Cuba,21.4203,-77.8475,cu
Antonio Maceo International Airport,Santiago De Cuba,Cuba,19.9698,-75.8354,cu
Florida Airport,Florida,Cuba,21.4997,-78.2028,cu
Leeward Point Field,Guantanamo,Cuba,19.9065,-75.2071,cu
Mariana Grajales Airport,Guantanamo,Cuba,20.0853,-75.1583,cu
José Martí International Airport,Havana,Cuba,22.9892,-82.4091,cu
Frank Pais International Airport,Holguin,Cuba,20.7856,-76.3151,cu
La Coloma Airport,La Coloma,Cuba,22.3361,-83.6419,cu
Orestes Acosta Airport,Moa,Cuba,20.6539,-74.9222,cu
Sierra Maestra Airport,Manzanillo,Cuba,20.2881,-77.0892,cu
Rafael Cabrera Airport,Nueva Gerona,Cuba,21.8347,-82.7838,cu
Playa Baracoa Airport,Baracoa Playa,Cuba,23.0328,-82.5794,cu
Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,22.4214,-83.6784,cu
San Antonio De Los Banos Airport,San Antonio De Banos,Cuba,22.8715,-82.5093,cu
Abel Santamaria Airport,Santa Clara,Cuba,22.4922,-79.9436,cu
Joaquín de Agüero Airport,Santa Lucia,Cuba,21.5095,-77.0206,cu
Siguanea Airport,Siguanea,Cuba,21.6425,-82.9551,cu
Sancti Spiritus Airport,Sancti Spiritus,Cuba,21.9704,-79.4427,cu
Juan Gualberto Gomez International Airport,Varadero,Cuba,23.0344,-81.4353,cu
Hermanos Ameijeiras Airport,Las Tunas,Cuba,20.9876,-76.9358,cu
Cayo Coco Airport,Cayo Coco,Cuba,22.5132,-78.511,cu
Alberto Delgado Airport,Trinidad,Cuba,21.7883,-79.9972,cu
Kawama Airport,Kawama,Cuba,23.124,-81.3016,cu
Las Brujas Airport,Cayo Santa Maria,Cuba,22.6213,-79.1472,cu
San Nicolas De Bari Airport,San Nicolás,Cuba,22.7561,-81.9209,cu
San Julian Air Base,Pinar Del Rio,Cuba,22.0953,-84.152,cu
Larnaca International Airport,Larnaca,Cyprus,34.8751,33.6249,cy
Paphos International Airport,Paphos,Cyprus,34.718,32.4857,cy
RAF Akrotiri,Akrotiri,Cyprus,34.5904,32.9879,cy
Ercan International Airport,Nicosia,Cyprus,35.1547,33.4961,cy
Lefkoniko Airport,Geçitkale,Cyprus,35.2359,33.7244,cy
České Budějovice Airport,Ceske Budejovice,Czech Republic,48.9464,14.4275,cz
Čáslav Air Base,Caslav,Czech Republic,49.9397,15.3818,cz
Hradec Králové Airport,Hradec Kralove,Czech Republic,50.2532,15.8452,cz
Hořovice Airport,Horovice,Czech Republic,49.8481,13.8935,cz
Kbely Air Base,Praha,Czech Republic,50.1214,14.5436,cz
Kunovice Airport,Kunovice,Czech Republic,49.0294,17.4397,cz
Karlovy Vary International Airport,Karlovy Vary,Czech Republic,50.203,12.915,cz
Plzeň-Líně Airport,Line,Czech Republic,49.6752,13.2746,cz
Mnichovo Hradiště Airport,Mnichovo Hradiste,Czech Republic,50.5402,15.0066,cz
Ostrava Leos Janáček Airport,Ostrava,Czech Republic,49.6963,18.1111,cz
Náměšť Air Base,Namest,Czech Republic,49.1658,16.1249,cz
Pardubice Airport,Pardubice,Czech Republic,50.0134,15.7386,cz
Pribram Airport,Pribram,Czech Republic,49.7201,14.1006,cz
Přerov Air Base,Prerov,Czech Republic,49.4258,17.4047,cz
Václav Havel Airport Prague,Prague,Czech Republic,50.1008,14.26,cz
Brno-Tuřany Airport,Brno,Czech Republic,49.1513,16.6944,cz
Vodochody Airport,Vodochody,Czech Republic,50.2166,14.3958,cz
Sazená Airport,Sazena,Czech Republic,50.3247,14.2589,cz
Benešov Airport,Benesov,Czech Republic,49.7408,14.6447,cz
Roudnice Airport,Roudnice nad Lebem,Czech Republic,50.4106,14.2261,cz
Usti Nad Labem Airfield,Usti Nad Labem,Czech Republic,50.6997,13.9697,cz
Letiště Vysoké Mýto,Vysoke Myto,Czech Republic,49.9269,16.1858,cz
Klatovy Airport,Klatovy,Czech Republic,49.4183,13.3219,cz
Bubovice Airport,Bubovice,Czech Republic,49.9744,14.1781,cz
Aarhus Airport,Aarhus,Denmark,56.3,10.619,dk
Billund Airport,Billund,Denmark,55.7403,9.15178,dk
Copenhagen Kastrup Airport,Copenhagen,Denmark,55.6179,12.656,dk
Esbjerg Airport,Esbjerg,Denmark,55.5259,8.5534,dk
Grønholt Hillerød Airport,Gronholt,Denmark,55.9414,12.3822,dk
Karup Airport,Karup,Denmark,56.2975,9.12463,dk
Læsø Airport,Laeso,Denmark,57.2772,11.0001,dk
Lolland Falster Maribo Airport,Maribo,Denmark,54.6993,11.4401,dk
Odense Airport,Odense,Denmark,55.4767,10.3309,dk
Kruså-Padborg Airport,Krusa-padborg,Denmark,54.8703,9.27901,dk
Copenhagen Roskilde Airport,Copenhagen,Denmark,55.5856,12.1314,dk
Bornholm Airport,Ronne,Denmark,55.0633,14.7596,dk
Sønderborg Airport,Soenderborg,Denmark,54.9644,9.79173,dk
Skrydstrup Air Base,Skrydstrup,Denmark,55.221,9.26702,dk
Skive Airport,Skive,Denmark,56.5502,9.17298,dk
Thisted Airport,Thisted,Denmark,57.0688,8.70522,dk
Kolding Vamdrup Airfield,Kolding,Denmark,55.4363,9.33092,dk
Vesthimmerlands Flyveplads,Vesthimmerland,Denmark,56.8469,9.45861,dk
Stauning Airport,Stauning,Denmark,55.9901,8.35391,dk
Aalborg Airport,Aalborg,Denmark,57.0928,9.84924,dk
Samsø Airport,Samsoe,Denmark,55.8895,10.6137,dk
Sindal Airport,Sindal,Denmark,57.5035,10.2294,dk
Kalundborg Airport,Kalundborg,Denmark,55.7003,11.25,dk
Tønder Airport,Toender,Denmark,54.9297,8.84057,dk
Endelave Flyveplads,Endelage,Denmark,55.7565,10.2485,dk
Herning Airport,Herning,Denmark,56.1847,9.04445,dk
Nordborg Flyveplads,Nordborg,Denmark,55.0748,9.75338,dk
Ærø Airport,Aero,Denmark,54.8528,10.4564,dk
El Fuentero Airport,Svenborg,Denmark,7.1,-69.5833,dk
Anholt Airport,Anholt,Denmark,56.6989,11.5559,dk
Aarhus Seaplne Terminal,Aarhus,Denmark,56.1517,10.2484,dk
Djibouti-Ambouli Airport,Djibouti,Djibouti,11.5473,43.1595,dj
Obock Airport,Obock,Djibouti,11.967,43.267,dj
Tadjoura Airport,Tadjoura,Djibouti,11.783,42.917,dj
Canefield Airport,Canefield,Dominica,15.3367,-61.3922,dm
Douglas-Charles Airport,Dominica,Dominica,15.547,-61.3,dm
Arroyo Barril Airport,Samana,Dominican Republic,19.1986,-69.4298,do
Maria Montez International Airport,Barahona,Dominican Republic,18.2515,-71.1204,do
Cabo Rojo Airport,Cabo Rojo,Dominican Republic,17.929,-71.6448,do
Casa De Campo International Airport,La Romana,Dominican Republic,18.4507,-68.9118,do
Punta Cana International Airport,Punta Cana,Dominican Republic,18.5674,-68.3634,do
Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,19.7579,-70.57,do
Las Américas International Airport,Santo Domingo,Dominican Republic,18.4297,-69.6689,do
San Isidro Air Base,San Isidoro,Dominican Republic,18.5037,-69.7617,do
Cibao International Airport,Santiago,Dominican Republic,19.4061,-70.6047,do
Samaná El Catey International Airport,Samana,Dominican Republic,19.267,-69.742,do
La Isabela International Airport,La Isabela,Dominican Republic,18.5725,-69.9856,do
Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,18.9075,-70.7219,do
Herrera Airport,Santo Domingo,Dominican Republic,18.4697,-69.9694,do
Monte Cristi Airport,Montecristi,Dominican Republic,19.8653,-71.6453,do
Suai Airport,Suai,East Timor,-9.30331,125.287,
Presidente Nicolau Lobato International Airport,Dili,East Timor,-8.5464,125.526,
Cakung Airport,Baucau,East Timor,-8.48903,126.401,
Chachoán Airport,Ambato,Ecuador,-1.21207,-78.5746,ec
Hacienda Clementina Airport,Clementia,Ecuador,-1.70627,-79.3789,ec
Francisco De Orellana Airport,Coca,Ecuador,-0.462886,-76.9868,ec
Mariscal Lamar Airport,Cuenca,Ecuador,-2.88947,-78.9844,ec
Seymour Airport,Galapagos,Ecuador,-0.453758,-90.2659,ec
José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,-2.15742,-79.8836,ec
Gualaquiza Airport,Gualaquiza,Ecuador,-3.42321,-78.567,ec
Atahualpa Airport,Ibarra,Ecuador,0.338419,-78.1364,ec
Km 192 Airport,Km-192,Ecuador,0.184203,-79.392,ec
Hacienda La Julia Airport,La Julia,Ecuador,-1.70438,-79.5523,ec
Cotopaxi International Airport,Latacunga,Ecuador,-0.906833,-78.6158,ec
Jose Maria Velasco Ibarra Airport,Macara,Ecuador,-4.37823,-79.941,ec
Coronel E Carvajal Airport,Macas,Ecuador,-2.29917,-78.1208,ec
General Manuel Serrano Airport,Machala,Ecuador,-3.2689,-79.9616,ec
El Carmen Airport,Montalvo,Ecuador,-2.06701,-76.9757,ec
Eloy Alfaro International Airport,Manta,Ecuador,-0.946078,-80.6788,ec
Maragrosa Airport,Maragrosa,Ecuador,-2.8511,-79.8036,ec
Amable Calle Gutierrez Airport,Pasaje,Ecuador,-3.31967,-79.7692,ec
Reales Tamarindos Airport,Portoviejo,Ecuador,-1.04165,-80.4722,ec
Quevedo Airport,Quevedo,Ecuador,-0.9894,-79.4651,ec
Mariscal Sucre International Airport,Quito,Ecuador,-0.129167,-78.3575,ec
Chimborazo Airport,Riobamba,Ecuador,-1.65343,-78.6561,ec
Santa Rosa International Airport,Santa Rosa,Ecuador,-3.44199,-79.997,ec
General Ulpiano Paez Airport,Salinas,Ecuador,-2.20499,-80.9889,ec
Santo Domingo de Los Colorados Airport,Santo Domingo,Ecuador,-0.248222,-79.2144,ec
Taura Airport,Taura,Ecuador,-2.26104,-79.6802,ec
Mayor Galo Torres Airport,Tena,Ecuador,-0.986767,-77.8195,ec
Tarapoa Airport,Tarapoa,Ecuador,-0.122956,-76.3378,ec
Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,0.809506,-77.7081,ec
San Cristóbal Airport,San Cristóbal,Ecuador,-0.910206,-89.6174,ec
Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,-3.99589,-79.3719,ec
General Rivadeneira Airport,Esmeraldas,Ecuador,0.978519,-79.6266,ec
General Villamil Airport,Isabela,Ecuador,-0.942628,-90.953,ec
Tiputini Airport,Tiputini,Ecuador,-0.776111,-75.5264,ec
Rio Amazonas Airport,Pastaza,Ecuador,-1.50524,-78.0627,ec
Jumandy Airport,Tena,Ecuador,-1.05972,-77.5833,ec
El Nouzha Airport,Alexandria,Egypt,31.1839,29.9489,eg
Abu Simbel Airport,Abu Simbel,Egypt,22.376,31.6117,eg
Cairo International Airport,Cairo,Egypt,30.1219,31.4056,eg
Cairo West Airport,Cairo,Egypt,30.1164,30.9154,eg
Hurghada International Airport,Hurghada,Egypt,27.1783,33.7994,eg
El Gora Airport,El Gorah,Egypt,31.0686,34.1296,eg
Luxor International Airport,Luxor,Egypt,25.671,32.7066,eg
Mersa Matruh Airport,Mersa-matruh,Egypt,31.3254,27.2217,eg
Port Said Airport,Port Said,Egypt,31.2794,32.24,eg
St Catherine International Airport,St. Catherine,Egypt,28.6853,34.0625,eg
Aswan International Airport,Aswan,Egypt,23.9644,32.82,eg
El Tor Airport,El-tor,Egypt,28.209,33.6455,eg
Borg El Arab International Airport,Alexandria,Egypt,30.9177,29.6964,eg
Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,27.9773,34.395,eg
Marsa Alam International Airport,Marsa Alam,Egypt,25.5571,34.5837,eg
Taba International Airport,Taba,Egypt,29.5878,34.7781,eg
El Arish International Airport,El Arish,Egypt,31.0733,33.8358,eg
Assiut International Airport,Asyut,Egypt,27.0465,31.012,eg
Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,22.5857,28.7166,eg
El Alamein International Airport,Dabaa City,Egypt,30.9245,28.4614,eg
Sohag International Airport,Sohag,Egypt,26.3428,31.7428,eg
Almaza Air Force Base,Cairo,Egypt,30.0918,31.36,eg
Beni Suef Air Base,Beni Suef,Egypt,29.2083,31.0166,eg
Jiyanklis Air Base,Jiyanklis,Egypt,30.8198,30.1912,eg
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,13.4409,-89.0557,sv
Ilopango International Airport,San Salvador,El Salvador,13.6995,-89.1199,sv
El Papalon Airport,San Miguel,El Salvador,13.4441,-88.127,sv
Bata Airport,Bata,Equatorial Guinea,1.90547,9.80568,gq
Malabo Airport,Malabo,Equatorial Guinea,3.75527,8.70872,gq
Annobón Airport,San Antonio de Pale,Equatorial Guinea,-1.41028,5.62194,gq
Assab International Airport,Assab,Eritrea,13.0718,42.645,er
Asmara International Airport,Asmara,Eritrea,15.2919,38.9107,er
Massawa International Airport,Massawa,Eritrea,15.67,39.3701,er
Ämari Air Base,Armari Air Force Base,Estonia,59.2603,24.2085,ee
Kärdla Airport,Kardla,Estonia,58.9908,22.8307,ee
Kuressaare Airport,Kuressaare,Estonia,58.2299,22.5095,ee
Pärnu Airport,Parnu,Estonia,58.419,24.4728,ee
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.4133,24.8328,ee
Tartu Airport,Tartu,Estonia,58.3075,26.6904,ee
Kihnu Airfield,Kihnu,Estonia,58.1483,24.0025,ee
Ruhnu Airfield,Ruhnu,Estonia,57.7839,23.2661,ee
Tallinn Linnahall Heliport,Tallinn,Estonia,59.4486,24.7532,ee
Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.97789,38.7993,et
Lideta Army Airport,Addis Ababa,Ethiopia,9.00368,38.7255,et
Arba Minch Airport,Arba Minch,Ethiopia,6.03939,37.5905,et
Axum Airport,Axum,Ethiopia,14.1468,38.7728,et
Bahir Dar Airport,Bahar Dar,Ethiopia,11.6081,37.3216,et
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,9.6247,41.8542,et
Gambella Airport,Gambella,Ethiopia,8.12876,34.5631,et
Gonder Airport,Gondar,Ethiopia,12.5199,37.434,et
Jimma Airport,Jimma,Ethiopia,7.66609,36.8166,et
Lalibella Airport,Lalibella,Ethiopia,11.975,38.98,et
Mekele Airport,Makale,Ethiopia,13.4674,39.5335,et
Asosa Airport,Asosa,Ethiopia,10.0185,34.5863,et
Baco Airport,Baco,Ethiopia,5.78287,36.562,et
Beica Airport,Beica,Ethiopia,9.38639,34.5219,et
Combolcha Airport,Dessie,Ethiopia,11.0825,39.7114,et
Dembidollo Airport,Dembidollo,Ethiopia,8.554,34.858,et
Gode Airport,Gode,Ethiopia,5.93513,43.5786,et
Gore Airport,Gore,Ethiopia,8.1614,35.5529,et
Kabri Dehar Airport,Kabri Dehar,Ethiopia,6.734,44.253,et
Mizan Teferi Airport,Mizan Teferi,Ethiopia,6.9571,35.5547,et
Tippi Airport,Tippi,Ethiopia,7.2024,35.415,et
Awassa Airport,Awasa,Ethiopia,7.067,38.5,et
Wilwal International Airport,Jijiga,Ethiopia,9.3325,42.9121,et
Mekane Selam Airport,Mekane Selam,Ethiopia,10.7254,38.7415,et
Debra Marcos Airport,Debre Marqos,Ethiopia,10.35,37.717,et
Debre Tabor Airport,Debre Tabor,Ethiopia,11.967,38,et
Harar Meda Airport,Debre Zeyit,Ethiopia,8.7163,39.0059,et
Robe Airport,Goba,Ethiopia,7.11606,40.0463,et
Humera Airport,Humera,Ethiopia,14.25,36.583,et
Mount Pleasant Airport,Mount Pleasant,Falkland Islands,-51.8228,-58.4472,fk
Port Stanley Airport,Stanley,Falkland Islands,-51.6857,-57.7776,fk
Vagar Airport,Vagar,Faroe Islands,62.0636,-7.27722,fo
Mykines Heliport,Mykines,Faroe Islands,62.1021,-7.64592,fo
Skúvoy Heliport,Skuvoy,Faroe Islands,61.7696,-6.80341,fo
Stóra Dímun Heliport,Stora Dimun,Faroe Islands,61.6853,-6.7585,fo
Frooba Heliport,Frooba,Faroe Islands,61.5437,-6.77442,fo
Tórshavn/Bodanes Heliport,Torshavn,Faroe Islands,62.0217,-6.75742,fo
Klaksvik Heliport,Klaksvik,Faroe Islands,62.2178,-6.57645,fo
Nadi International Airport,Nandi,Fiji,-17.7554,177.443,fj
Nausori International Airport,Nausori,Fiji,-18.0433,178.559,fj
Levuka Airfield,Levuka,Fiji,-17.7111,178.759,fj
Cicia Airport,Cicia,Fiji,-17.7433,-179.342,fj
Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,-17.7779,177.197,fj
Vunisea Airport,Vunisea,Fiji,-19.0581,178.157,fj
Mana Island Airport,Mana Island,Fiji,-17.6731,177.098,fj
Moala Airport,Moala,Fiji,-18.5667,179.951,fj
Ngau Airport,Ngau,Fiji,-18.1156,179.34,fj
Lakeba Island Airport,Lakeba Island,Fiji,-18.1992,-178.817,fj
Labasa Airport,Lambasa,Fiji,-16.4667,179.34,fj
Matei Airport,Matei,Fiji,-16.6906,-179.877,fj
Koro Island Airport,Koro Island,Fiji,-17.3458,179.422,fj
Rotuma Airport,Rotuma,Fiji,-12.4825,177.071,fj
Savusavu Airport,Savusavu,Fiji,-16.8028,179.341,fj
Vanua Balavu Airport,Vanua Balavu,Fiji,-17.269,-178.976,fj
Turtle Island Seaplane Base,Turtle Island,Fiji,-16.966,177.368,fj
Laucala Island Airport,Laucala,Fiji,-16.7481,-179.667,fj
Yasawa Island Airport,Yasawa Island,Fiji,-16.7589,177.545,fj
Enontekio Airport,Enontekio,Finland,68.3626,23.4243,fi
Eura Airport,Eura,Finland,61.1161,22.2014,fi
Halli Airport,Halli,Finland,61.856,24.7867,fi
Helsinki Malmi Airport,Helsinki,Finland,60.2546,25.0428,fi
Helsinki Vantaa Airport,Helsinki,Finland,60.3172,24.9633,fi
Hameenkyro Airport,Hameenkyro,Finland,61.6897,23.0737,fi
Hanko Airport,Hanko,Finland,59.8489,23.0836,fi
Hyvinkää Airfield,Hyvinkaa,Finland,60.6544,24.8811,fi
Kiikala Airport,Kikala,Finland,60.4625,23.6525,fi
Immola Airport,Immola,Finland,61.2492,28.9037,fi
Kitee Airport,Kitee,Finland,62.1661,30.0736,fi
Ivalo Airport,Ivalo,Finland,68.6073,27.4053,fi
Joensuu Airport,Joensuu,Finland,62.6629,29.6075,fi
Jyvaskyla Airport,Jyvaskyla,Finland,62.3995,25.6783,fi
Kauhava Airport,Kauhava,Finland,63.1271,23.0514,fi
Kemi-Tornio Airport,Kemi,Finland,65.7787,24.5821,fi
Kajaani Airport,Kajaani,Finland,64.2855,27.6924,fi
Kauhajoki Airport,Kauhajoki,Finland,62.4625,22.3931,fi
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.7212,23.1431,fi
Kemijarvi Airport,Kemijarvi,Finland,66.7129,27.1568,fi
Kuusamo Airport,Kuusamo,Finland,65.9876,29.2394,fi
Kittilä Airport,Kittila,Finland,67.701,24.8468,fi
Kuopio Airport,Kuopio,Finland,63.0071,27.7978,fi
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,61.1442,25.6935,fi
Lappeenranta Airport,Lappeenranta,Finland,61.0446,28.1447,fi
Mariehamn Airport,Mariehamn,Finland,60.1222,19.8982,fi
Menkijarvi Airport,Menkijarvi,Finland,62.9467,23.5189,fi
Mikkeli Airport,Mikkeli,Finland,61.6866,27.2018,fi
Nummela Airport,Nummela,Finland,60.3339,24.2964,fi
Oulu Airport,Oulu,Finland,64.9301,25.3546,fi
Piikajarvi Airport,Piikajarvi,Finland,61.2456,22.1934,fi
Pori Airport,Pori,Finland,61.4617,21.8,fi
Pudasjärvi Airport,Pudasjarvi,Finland,65.4022,26.9469,fi
Pyhäsalmi Airport,Pyhasalmi,Finland,63.7319,25.9263,fi
Raahe Pattijoki Airport,Pattijoki,Finland,64.6881,24.6958,fi
Rantasalmi Airport,Rantasalmi,Finland,62.0655,28.3565,fi
Rovaniemi Airport,Rovaniemi,Finland,66.5648,25.8304,fi
Rayskala Airport,Rayskala,Finland,60.7447,24.1078,fi
Savonlinna Airport,Savonlinna,Finland,61.9431,28.9451,fi
Selanpaa Airport,Selanpaa,Finland,61.0624,26.7989,fi
Sodankyla Airport,Sodankyla,Finland,67.395,26.6191,fi
Tampere-Pirkkala Airport,Tampere,Finland,61.4141,23.6044,fi
Teisko Airport,Teisko,Finland,61.7733,24.027,fi
Turku Airport,Turku,Finland,60.5141,22.2628,fi
Utti Air Base,Utti,Finland,60.8964,26.9384,fi
Vaasa Airport,Vaasa,Finland,63.0507,21.7622,fi
Varkaus Airport,Varkaus,Finland,62.1711,27.8686,fi
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,64.0547,24.7253,fi
Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,62.6921,22.8323,fi
Hernesaari Heliport,Helsinki,Finland,60.1478,24.9244,fi
Kymi Airport,Kotka,Finland,60.5714,26.8961,fi
Calais-Dunkerque Airport,Calais,France,50.9621,1.95476,fr
Péronne-Saint-Quentin Airport,Peronne,France,49.8685,3.02958,fr
Nangis-Les Loges Airport,Nangis,France,48.5962,3.00679,fr
Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,48.5458,-0.387444,fr
Albert-Bray Airport,Albert,France,49.9715,2.69766,fr
Le Touquet-Côte d'Opale Airport,Le Tourquet,France,50.5174,1.62059,fr
Valenciennes-Denain Airport,Valenciennes,France,50.3258,3.46126,fr
Amiens-Glisy Airport,Amiens,France,49.873,2.38707,fr
Agen-La Garenne Airport,Agen,France,44.1747,0.590556,fr
Cazaux (BA 120) Air Base,Cazaux,France,44.5333,-1.125,fr
Bordeaux-Mérignac Airport,Bordeaux,France,44.8283,-0.715556,fr
Bergerac-Roumanière Airport,Bergerac,France,44.8253,0.518611,fr
Toulouse-Francazal (BA 101) Air Base,Toulouse,France,43.5456,1.3675,fr
Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,45.6583,-0.3175,fr
Poitiers-Biard Airport,Poitiers,France,46.5877,0.306666,fr
Montluçon-Guéret Airport,Montlucon-gueret,France,46.2226,2.36396,fr
Limoges Airport,Limoges,France,45.8628,1.17944,fr
Mont-de-Marsan (BA 118) Air Base,Mont-de-marsan,France,43.9117,-0.5075,fr
Niort-Souché Airport,Niort,France,46.3135,-0.394529,fr
Toulouse-Blagnac Airport,Toulouse,France,43.6291,1.36382,fr
Pau Pyrénées Airport,Pau,France,43.38,-0.418611,fr
Muret-Lherm Airport,La Rochelle,France,43.4489,1.26333,fr
Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,43.1787,-0.006439,fr
Angoulême-Brie-Champniers Airport,Angouleme,France,45.7292,0.221456,fr
Brive Souillac Airport,Brive,France,45.0397,1.48556,fr
Périgueux-Bassillac Airport,Perigueux,France,45.1981,0.815556,fr
Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,43.4683,-1.53111,fr
Cahors-Lalbenque Airport,Cahors,France,44.3514,1.47528,fr
Saint-Girons-Antichan Airport,St.-girons,France,43.0078,1.10315,fr
Arcachon-La Teste-de-Buch Airport,Arcachon,France,44.5964,-1.11083,fr
Albi-Le Séquestre Airport,Albi,France,43.9139,2.11306,fr
Castres-Mazamet Airport,Castres,France,43.5563,2.28918,fr
Toulouse-Lasbordes Airport,Toulouse,France,43.5861,1.49917,fr
Millau-Larzac Airfield,Millau,France,43.9893,3.183,fr
Graulhet-Montdragon Airport,Graulhet,France,43.7711,2.01083,fr
Rodez-Marcillac Airport,Rodez,France,44.4079,2.48267,fr
Ussel-Thalamy Airport,Ussel,France,45.5347,2.42389,fr
Villeneuve-sur-Lot Airport,Villeneuve-sur-lot,France,44.3969,0.758889,fr
Royan-Médis Airport,Royan,France,45.6281,-0.9725,fr
Mimizan Airport,Mimizan,France,44.1459,-1.16432,fr
Aire-sur-l'Adour Airport,Aire-sur-l'adour,France,43.7094,-0.245278,fr
Montauban Airport,Montauban,France,44.0257,1.37804,fr
Auch-Lamothe Airport,Auch,France,43.6878,0.601667,fr
Libourne-Artigues-de-Lussac Airport,Libourne,France,44.9825,-0.134722,fr
Pamiers-Les Pujols Airport,Pamiers,France,43.0906,1.69583,fr
Marmande-Virazeil Airport,Marmande,France,44.4989,0.200514,fr
Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,45.8878,-0.983056,fr
Pontivy Airport,Pontivy,France,48.0585,-2.92183,fr
Aubigny-sur-Nère Airport,Aubigny-sur-nere,France,47.4806,2.39417,fr
Guiscriff Scaer Airport,Guiscriff-scaer,France,48.0525,-3.66472,fr
Ancenis Airport,Ancenis,France,47.4081,-1.1775,fr
Brienne-le-Château Airport,Brienne-le Chateau,France,48.4298,4.48222,fr
